address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price,GEOCODE,zip,distance,pps,lon,lat
7822 TARBERTS COTTAGE ST LAS VEGAS NV 89166,3.0,2.0,1.0,Single Family Home,1724.0,3484.0,149900.0,"-115.332954,36.303326",89166,15.789532349120512,86.94895591647332,-115.332954,36.303326
10662 SUFFOLK HILLS AVE LAS VEGAS NV 89129,4.0,2.0,1.0,Single Family Home,2715.0,5662.0,215e3,"-115.3291,36.241673",89129,12.370450279253214,79.18968692449356,-115.3291,36.241673
3832 CANARY CEDAR ST LAS VEGAS NV 89032,5.0,4.0,1.0,Single Family Home,3210.0,7840.0,215e3,"-115.146385,36.22967",89032,8.067225386532874,66.97819314641744,-115.146385,36.22967
10564 MIDNIGHT GLEAM AVE LAS VEGAS NV 89129,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1611.0,1306.0,13e4,"-115.32706,36.246845",89129,12.54661266696099,80.69522036002483,-115.32706,36.246845
2248 RIGNEY LN LAS VEGAS NV 89156,2.0,2.0,1.0,Mfd/Mobile Home,1404.0,6534.0,59999.0,"-115.04555,36.20085",89156,9.271589597011232,42.734330484330485,-115.04555,36.20085
5 CHATEAU WHISTLER CT LAS VEGAS NV 89148,4.0,3.0,1.0,Single Family Home,3402.0,10018.8,575e3,"-115.28367,36.048286",89148,7.708842124717883,169.01822457378012,-115.28367,36.048286
8460 GAGNIER BLVD LAS VEGAS NV 89113,6.0,6.0,0.0,Single Family Home,5781.0,87991.2,125e4,"-115.274376,36.034286",89113,7.938055734435378,216.22556651098427,-115.274376,36.034286
3295 W TORINO AVE LAS VEGAS NV 89139,4.0,3.0,1.0,Single Family Home,3051.0,29185.2,48e4,"-115.18461,36.03021",89139,5.8589663691847385,157.32546705998033,-115.18461,36.03021
466 SEARCHLIGHT DR LAS VEGAS NV 89110,4.0,3.0,0.0,Single Family Home,1789.0,4791.0,89900.0,"-115.04533,36.168503",89110,8.038693452795663,50.25153717160425,-115.04533,36.168503
2857 PARADISE RD UNIT 603 LAS VEGAS NV 89109,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2195.0,NaN,35e4,"-115.1548,36.137188",89109,1.8523426554223963,159.45330296127563,-115.1548,36.137188
5710 E TROPICANA AV UNIT: 2069 LAS VEGAS NV 89122,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1029.0,NaN,79e3,"-115.048584,36.101215",89122,7.012033146925009,76.77356656948494,-115.048584,36.101215
1512 WILLOWBARK CT LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2765.0,6098.0,365e3,"-115.29684,36.15468",89117,7.465648120867058,132.00723327305604,-115.29684,36.15468
317 BEDFORD RD LAS VEGAS NV 89107,5.0,2.0,1.0,Single Family Home,1898.0,6534.0,188e3,"-115.19737,36.169155",89107,4.001308203071881,99.05163329820864,-115.19737,36.169155
11221 SHASTA RIDGE CT LAS VEGAS NV 89135,2.0,2.0,1.0,Single Family Home,1616.0,3484.0,299900.0,"-115.33846,36.1525",89135,9.625164152323894,185.58168316831683,-115.33846,36.1525
7957 CINA AVE LAS VEGAS NV 89147,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1287.0,2178.0,135e3,"-115.26453,36.11363",89147,5.131351305004853,104.8951048951049,-115.26453,36.11363
4342 SHALIMAR AVE LAS VEGAS NV 89115,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,875.0,3920.0,45e3,"-115.07894,36.23222",89115,9.656953652340668,51.42857142857143,-115.07894,36.23222
9827 TRAVIS LAKE CT LAS VEGAS NV 89148,4.0,3.0,0.0,Single Family Home,1779.0,3484.0,185e3,"-115.307884,36.074253",89148,8.054945733574684,103.99100618324901,-115.307884,36.074253
4525 DEAN MARTIN DR UNIT 2312 LAS VEGAS NV 89103,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2189.0,NaN,692500.0,NA,89103,NA,316.3544997715852,NA,NA
2801 N RAINBOW BL UNIT: # 145 LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,944.0,NaN,75e3,NA,89108,NA,79.44915254237289,NA,NA
6055 GREAT SMOKY AVE LAS VEGAS NV 89156,3.0,1.0,1.0,Mfd/Mobile Home,1100.0,6098.0,75e3,"-115.040764,36.199127",89156,9.40454768054169,68.18181818181819,-115.040764,36.199127
376 TIERRAS BLANCOS CT LAS VEGAS NV 89138,4.0,3.0,1.0,Single Family Home,3418.0,13068.0,388e3,"-115.34587,36.172955",89138,10.479574532564055,113.51667641895845,-115.34587,36.172955
9674 OLD STORM CT LAS VEGAS NV 89178,5.0,4.0,1.0,Single Family Home,4269.0,6969.0,325e3,"-115.29181,36.01285",89178,9.676418047706532,76.13024127430312,-115.29181,36.01285
3356 LOMA LINDA LN LAS VEGAS NV 89121,4.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1800.0,1742.0,13e4,"-115.10161,36.10707",89121,4.017833178861994,72.22222222222223,-115.10161,36.10707
4200 S VALLEY VIEW BLVD UNIT 3010 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,902.0,NaN,72500.0,"-115.19,36.113045",89103,0.9676666939212857,80.37694013303769,-115.19,36.113045
4945 MASCARO DR LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1377.0,3920.0,125e3,"-115.02527,36.098663",89122,8.328365341504107,90.77705156136528,-115.02527,36.098663
7704 HIMALAYAS AV UNIT: 104 LAS VEGAS NV 89128,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1344.0,3267.0,6e4,"-115.2621,36.187298",89128,7.072377371205369,44.642857142857146,-115.2621,36.187298
3086 S PECOS RD LAS VEGAS NV 89121,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1320.0,1742.0,7e4,"-115.10089,36.133568",89121,4.22957873661022,53.03030303030303,-115.10089,36.133568
414 PEMBERRY CIR LAS VEGAS NV 89123,3.0,2.0,1.0,Single Family Home,1777.0,6969.0,21e4,"-115.15372,36.039764",89123,5.272405558347599,118.17670230725943,-115.15372,36.039764
2047 BETTY DAVIS ST LAS VEGAS NV 89142,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1435.0,1742.0,118e3,"-115.03043,36.149044",89142,8.30953976049173,82.22996515679442,-115.03043,36.149044
317 RAPTORS VIEW AVE NORTH LAS VEGAS NV 89031,3.0,2.0,0.0,Single Family Home,2275.0,6534.0,219e3,"-115.13615,36.267174",89031,10.714438785588703,96.26373626373626,-115.13615,36.267174
8490 ILLUSIONARY MAGIC CIR LAS VEGAS NV 89131,4.0,3.0,0.0,Single Family Home,3263.0,20037.6,435e3,"-115.22979,36.31411",89131,14.116488631190755,133.31290223720504,-115.22979,36.31411
3750 LAS VEGAS BLVD S UNIT 3904 LAS VEGAS NV 89158,3.0,3.0,2.0,Condo/Townhome/Row Home/Co-Op,5628.0,NaN,5599888.0,NA,89158,NA,995.0049751243781,NA,NA
2721 LOTUS HILL DR LAS VEGAS NV 89134,2.0,2.0,0.0,Single Family Home,1804.0,7405.0,279900.0,"-115.309105,36.210106",89134,10.06894845238151,155.15521064301552,-115.309105,36.210106
4869 SUMMERHILL RD LAS VEGAS NV 89121,3.0,2.0,0.0,Single Family Home,1574.0,5662.0,13e4,"-115.10855,36.100655",89121,3.722763213133759,82.59212198221093,-115.10855,36.100655
9412 ABALONE WAY LAS VEGAS NV 89117,5.0,2.0,1.0,Single Family Home,3113.0,6098.0,294888.0,"-115.299995,36.138836",89117,7.30670157560907,94.7279151943463,-115.299995,36.138836
1213 NEVADA SKY ST LAS VEGAS NV 89128,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1320.0,871.0,134999.0,"-115.27798,36.183994",89128,7.579230858926876,102.27196969696969,-115.27798,36.183994
76 MIDNIGHT RIDGE DR LAS VEGAS NV 89135,5.0,5.0,1.0,Single Family Home,5904.0,16117.2,209e4,"-115.350746,36.11467",89135,9.95409812996336,353.99728997289975,-115.350746,36.11467
4359 HEBRON DR LAS VEGAS NV 89147,3.0,2.0,0.0,Single Family Home,1300.0,7405.0,11e4,"-115.25953,36.11017",89147,4.861064370242121,84.61538461538461,-115.25953,36.11017
8408 VIANSA LOMA AVE LAS VEGAS NV 89149,4.0,2.0,1.0,Single Family Home,1845.0,2613.0,164900.0,"-115.27919,36.282814",89149,13.03007994642696,89.37669376693766,-115.27919,36.282814
1301 MARKWOOD CIR UNIT 102 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1192.0,NaN,8e4,"-115.26451,36.186115",89128,7.111412541360753,67.11409395973155,-115.26451,36.186115
905 WHITE FALCON ST LAS VEGAS NV 89144,4.0,3.0,1.0,Single Family Home,3260.0,6098.0,47e4,"-115.337074,36.181988",89144,10.292157882722702,144.17177914110428,-115.337074,36.181988
8617 WILD DIAMOND AVE LAS VEGAS NV 89143,5.0,3.0,0.0,Single Family Home,3297.0,7840.0,329e3,"-115.28373,36.31072",89143,14.871882574284236,99.78768577494692,-115.28373,36.31072
39 SKYBIRD CT LAS VEGAS NV 89135,5.0,4.0,1.0,Single Family Home,9917.0,24393.6,6999900.0,"-115.34643,36.116985",89135,9.713840444107927,705.8485429061208,-115.34643,36.116985
195 BARTIZAN DR LAS VEGAS NV 89138,3.0,3.0,1.0,Single Family Home,3674.0,11325.6,829900.0,"-115.34743,36.17688",89138,10.665933456261397,225.8845944474687,-115.34743,36.17688
5020 PIONEER SCOUT ST LAS VEGAS NV 89031,3.0,2.0,1.0,Single Family Home,2150.0,6534.0,267628.0,NA,89031,NA,124.47813953488372,NA,NA
3655 SPRINGBUD DR LAS VEGAS NV 89147,4.0,3.0,0.0,Single Family Home,1928.0,4356.0,245e3,"-115.2616,36.122734",89147,4.997877982330956,127.0746887966805,-115.2616,36.122734
9647 QUARTERHORSE LN LAS VEGAS NV 89178,5.0,4.0,1.0,Single Family Home,4265.0,6534.0,399900.0,"-115.29364,36.012638",89178,9.757760095785615,93.76318874560376,-115.29364,36.012638
4730 ROCKVALE DR LAS VEGAS NV 89103,4.0,2.0,1.0,Single Family Home,2161.0,7840.0,22e4,"-115.2364,36.103477",89103,3.639786341160859,101.8047200370199,-115.2364,36.103477
2857 PARADISE RD UNIT: 2602 LAS VEGAS NV 89109,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2805.0,NaN,105e4,"-115.1548,36.137188",89109,1.8523426554223963,374.331550802139,-115.1548,36.137188
3622 FAMIGLIA DR LAS VEGAS NV 89141,4.0,2.0,1.0,Single Family Home,2528.0,4356.0,21e4,"-115.187904,35.985786",89141,8.924621062952045,83.06962025316456,-115.187904,35.985786
950 CORONADO PEAK AVE LAS VEGAS NV 89183,3.0,2.0,1.0,Single Family Home,1478.0,3484.0,185e3,"-115.142166,35.99597",89183,8.360393346493577,125.16914749661704,-115.142166,35.99597
2735 W PEBBLE RD UNIT: 326 LAS VEGAS NV 89123,1.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1638.0,NaN,239e3,"-115.1772,36.028423",89123,5.949927171189261,145.90964590964592,-115.1772,36.028423
1016 EAGLEWOOD DR LAS VEGAS NV 89144,4.0,2.0,1.0,Single Family Home,3151.0,7405.0,4e5,"-115.33425,36.183105",89144,10.186872097122531,126.94382735639479,-115.33425,36.183105
10130 WALHALLA PLATEAU CT LAS VEGAS NV 89148,5.0,3.0,0.0,Single Family Home,3034.0,5662.0,399900.0,"-115.31361,36.094555",89148,7.998435942175072,131.80619644034277,-115.31361,36.094555
5029 PALE BUFFALO RD LAS VEGAS NV 89139,4.0,3.0,0.0,Single Family Home,2444.0,3484.0,2e5,"-115.20952,36.049084",89139,4.965214063519531,81.83306055646482,-115.20952,36.049084
TURNBERRY LAS VEGAS NV 89141,5.0,3.0,1.0,Single Family Home; Ready to build,4999.0,174240.0,746990.0,NA,89141,NA,149.42788557711543,NA,NA
3402 EWA BEACH DR LAS VEGAS NV 89122,2.0,1.0,0.0,Mfd/Mobile Home,840.0,3920.0,58900.0,"-115.06185,36.127438",89122,6.269714743986385,70.11904761904762,-115.06185,36.127438
3065 REDWOOD ST LAS VEGAS NV 89146,4.0,2.0,1.0,Single Family Home,2658.0,20037.6,275e3,"-115.23844,36.133766",89146,3.9003580462915988,103.46124905944319,-115.23844,36.133766
7215 W VERDE WAY LAS VEGAS NV 89149,4.0,4.0,0.0,Single Family Home,2513.0,23086.8,314999.0,NA,89149,NA,125.34779148428173,NA,NA
10986 SOSPEL PL LAS VEGAS NV 89141,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2190.0,3484.0,24e4,"-115.218285,35.98976",89141,8.978997144451604,109.58904109589041,-115.218285,35.98976
7342 CABALLO RANGE AVE LAS VEGAS NV 89179,3.0,2.0,1.0,Single Family Home,2802.0,5662.0,244900.0,"-115.25021,35.98748",89179,9.780092604662492,87.40185581727337,-115.25021,35.98748
3673 KATMAI DR LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1144.0,4356.0,99900.0,"-115.05742,36.123234",89122,6.482452140380694,87.32517482517483,-115.05742,36.123234
7624 PACIFIC HILLS AVE UNIT 103 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1204.0,NaN,119900.0,"-115.261215,36.18604",89128,6.976084986431621,99.58471760797342,-115.26121500000001,36.18604
725 SLAYTON DR LAS VEGAS NV 89107,3.0,1.0,0.0,Single Family Home,988.0,6534.0,85e3,"-115.2272,36.162792",89107,4.502279943858655,86.03238866396761,-115.2272,36.162792
1818 N DECATUR BL UNIT: 202 LAS VEGAS NV 89108,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,945.0,NaN,39500.0,NA,89108,NA,41.7989417989418,NA,NA
3043 CHIMAYO LN LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1904.0,4791.0,64500.0,"-115.05439,36.133743",89122,6.754001392089446,33.87605042016807,-115.05439,36.133743
10915 CARBERRY HILL ST LAS VEGAS NV 89141,4.0,2.0,1.0,Single Family Home,2459.0,4356.0,249e3,"-115.19286,35.99109",89141,8.592455741173138,101.26067507116714,-115.19286,35.99109
4155 BIG DIPPER CT LAS VEGAS NV 89115,4.0,2.0,0.0,Single Family Home,1280.0,13939.2,116200.0,"-115.0901,36.235916",89115,9.554771368232316,90.78125,-115.0901,36.235916
6538 FRIAS POINT CT LAS VEGAS NV 89122,4.0,2.0,1.0,Single Family Home,1709.0,3484.0,142e3,"-115.03101,36.126583",89122,7.975163852417234,83.08952603861907,-115.03101,36.126583
9909 FOX SPRINGS DR LAS VEGAS NV 89117,5.0,3.0,1.0,Single Family Home,3273.0,13939.2,674999.0,"-115.31113,36.130497",89117,7.813855789970388,206.2325084020776,-115.31113,36.130497
6800 E LAKE MEAD BLVD UNIT 1083 LAS VEGAS NV 89156,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,671.0,1960.0,47900.0,"-115.02385,36.19571",89156,10.030924048344291,71.3859910581222,-115.02385,36.19571
4530 CHECKER WAY LAS VEGAS NV 89031,3.0,2.0,0.0,Single Family Home,1153.0,5662.0,114900.0,"-115.20376,36.253696",89031,9.742102433064591,99.65307892454467,-115.20376,36.253696
9425 GRAND MESA DR LAS VEGAS NV 89134,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1021.0,2613.0,137e3,"-115.30051,36.212376",89134,9.817052827180918,134.18217433888344,-115.30051,36.212376
1046 SWEEPING VINE AVE LAS VEGAS NV 89183,3.0,3.0,0.0,Single Family Home,1534.0,4791.0,169e3,"-115.14021,36.009323",89183,7.487645743828177,110.16949152542372,-115.14021,36.009323
3340 ASCONA CT LAS VEGAS NV 89129,5.0,3.0,0.0,Single Family Home,2677.0,5662.0,258900.0,"-115.29362,36.221867",89129,10.013214141043704,96.71273813970863,-115.29362,36.221867
4470 N CHIEFTAIN ST LAS VEGAS NV 89129,4.0,3.0,0.0,Single Family Home,3969.0,22215.6,416500.0,"-115.29966,36.24208",89129,11.290485447948717,104.93827160493827,-115.29966,36.24208
4916 LONESOME SPUR AVE LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,2492.0,4791.0,149900.0,"-115.2085,36.312885",89131,13.813068707915038,60.15248796147672,-115.2085,36.312885
8185 PAVAROTTI AVE LAS VEGAS NV 89178,5.0,3.0,0.0,Single Family Home,4449.0,7840.0,579e3,"-115.27028,36.01277",89178,8.894165341841857,130.1416048550236,-115.27028,36.01277
1827 AUTUMN SAGE AVE LAS VEGAS NV 89031,4.0,2.0,0.0,Single Family Home,1977.0,6969.0,189900.0,"-115.16822,36.274105",89031,10.997533501000778,96.0546282245827,-115.16822,36.274105
5720 W TWAIN AVE LAS VEGAS NV 89103,4.0,2.0,1.0,Single Family Home,2141.0,10018.8,265e3,"-115.219406,36.122032",89103,2.655590622275011,123.7739374124241,-115.219406,36.122032
9266 ORCHID PANSY AVE LAS VEGAS NV 89148,3.0,2.0,1.0,Single Family Home,2018.0,3484.0,239900.0,"-115.2947,36.066353",89148,7.590095671287727,118.8800792864222,-115.2947,36.066353
4555 E SAHARA AV UNIT: 225 LAS VEGAS NV 89104,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1073.0,NaN,75e3,"-115.07523,36.14433",89104,5.8294096090467065,69.89748369058714,-115.07523,36.14433
4269 EL CEBRA WAY LAS VEGAS NV 89121,4.0,2.0,0.0,Single Family Home,1519.0,6969.0,157e3,"-115.08032,36.10615",89121,5.207915899767295,103.35747202106649,-115.08032,36.10615
2753 STARS END ST LAS VEGAS NV 89108,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1408.0,1306.0,84900.0,"-115.2096,36.20924",89108,6.838692777244285,60.29829545454545,-115.2096,36.20924
10746 ROCOCO CT LAS VEGAS NV 89141,3.0,2.0,1.0,Single Family Home,1979.0,3920.0,239900.0,"-115.1912,35.994095",89141,8.375157856268132,121.22283981808994,-115.1912,35.994095
812 ALHAMBRA DR LAS VEGAS NV 89104,5.0,2.0,0.0,Single Family Home,2571.0,8712.0,26e4,"-115.14383,36.146385",89104,2.7234836718270774,101.12796577207313,-115.14383,36.146385
4303 LYNNANN DR LAS VEGAS NV 89110,2.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,952.0,871.0,65e3,"-115.082115,36.187042",89110,7.116146847015733,68.27731092436974,-115.082115,36.187042
7355 FALCON ROCK DR LAS VEGAS NV 89123,4.0,3.0,0.0,Single Family Home,2236.0,6969.0,227e3,"-115.1333,36.056145",89123,4.599992497366066,101.520572450805,-115.1333,36.056145
5659 HOBBLE CREEK DR LAS VEGAS NV 89120,2.0,2.0,0.0,Mfd/Mobile Home,1428.0,3484.0,82500.0,"-115.070435,36.08663",89120,6.045513073091524,57.773109243697476,-115.070435,36.08663
7905 MORNING GALLOP CT LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,2902.0,8712.0,3e5,"-115.21931,36.303913",89131,13.305879720101803,103.37698139214335,-115.21931,36.303913
4615 HEARTS DESIRE AVE LAS VEGAS NV 89115,3.0,2.0,1.0,Single Family Home,1775.0,3484.0,137e3,"-115.07343,36.232327",89115,9.83382759177765,77.1830985915493,-115.07343,36.232327
8930 RUDICA CREEK AVE LAS VEGAS NV 89149,4.0,2.0,1.0,Single Family Home,1988.0,3484.0,128e3,"-115.291,36.27773",89149,13.040782523372418,64.38631790744466,-115.291,36.27773
5822 STONEHEATH AVE LAS VEGAS NV 89139,4.0,3.0,1.0,Single Family Home,3952.0,6969.0,349900.0,NA,89139,NA,88.53744939271255,NA,NA
5140 INDIAN RIVER DR UNIT 317 LAS VEGAS NV 89103,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,978.0,NaN,84e3,"-115.211525,36.108963",89103,2.200773268624888,85.88957055214723,-115.211525,36.108963
9324 TALL WOOD LN LAS VEGAS NV 89129,3.0,2.0,1.0,Single Family Home,1721.0,3920.0,179900.0,"-115.29861,36.221874",89129,10.203800583619028,104.53224869262057,-115.29861,36.221874
2428 INDIAN SAGE WAY LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,1338.0,6969.0,155e3,"-115.22031,36.204258",89108,6.725098835140086,115.84454409566517,-115.22031,36.204258
4536 STANDING BLUFF WAY LAS VEGAS NV 89130,3.0,2.0,0.0,Single Family Home,1486.0,5227.0,169999.0,"-115.20822,36.241947",89130,8.99759354962947,114.40040376850605,-115.20822,36.241947
2996 GAVILAN LN LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1617.0,4791.0,117500.0,"-115.05221,36.13514",89122,6.892686568875319,72.66542980828694,-115.05221,36.13514
1481 SILVER POINT AVE LAS VEGAS NV 89123,3.0,2.0,1.0,Single Family Home,1558.0,6098.0,199900.0,"-115.13223,36.014503",89123,7.268801995719272,128.30551989730424,-115.13223,36.014503
3928 MARBLE MOUNTAIN ST LAS VEGAS NV 89129,5.0,2.0,1.0,Single Family Home,2092.0,4356.0,22e4,"-115.30433,36.232086",89129,10.93698585483546,105.16252390057362,-115.30433,36.232086
6435 MOSS AGATE DR LAS VEGAS NV 89131,4.0,3.0,0.0,Single Family Home,3044.0,21780.0,419e3,"-115.23459,36.289883",89131,12.56588859216239,137.64783180026282,-115.23459,36.289883
4452 BINGHAM AVE LAS VEGAS NV 89110,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,920.0,2613.0,54900.0,"-115.078995,36.174976",89110,6.695570165280991,59.67391304347826,-115.078995,36.174976
4960 HARRISON DR UNIT: 105 LAS VEGAS NV 89120,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1041.0,1611.0,6e4,"-115.112206,36.099846",89120,3.5412839536417593,57.636887608069166,-115.112206,36.099846
6447 SWAN SONG RD LAS VEGAS NV 89142,3.0,2.0,1.0,Single Family Home,2279.0,6969.0,184900.0,"-115.03322,36.15831",89142,8.367717721000252,81.13207547169812,-115.03322,36.15831
3761 TOHONO CANYON ST LAS VEGAS NV 89147,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1605.0,3397.0,109e3,"-115.31234,36.12141",89147,7.819103886945509,67.91277258566979,-115.31234,36.12141
9517 DAWNING HEAT ST LAS VEGAS NV 89178,3.0,2.0,1.0,Single Family Home,1423.0,2178.0,149e3,"-115.290886,36.015263",89178,9.520379569316884,104.70836261419537,-115.290886,36.015263
LAS VEGAS NV 89123,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,1969.4285714285713,45012.0,297342.85714285716,NA,89123,NA,150.97925431597275,NA,NA
11336 ALTURA VISTA DR LAS VEGAS NV 89138,2.0,2.0,1.0,Single Family Home,2525.0,8276.0,444750.0,"-115.34358,36.16433",89138,10.145992337392604,176.13861386138615,-115.34358,36.16433
3325 W PEBBLE RD LAS VEGAS NV 89139,3.0,3.0,0.0,Single Family Home,2250.0,21780.0,309e3,"-115.18493,36.028503",89139,5.977930270910724,137.33333333333334,-115.18493,36.028503
4720 DENARO DR LAS VEGAS NV 89135,2.0,2.0,1.0,Single Family Home,2234.0,6534.0,379e3,"-115.32691,36.103844",89135,8.65332141184174,169.65085049239033,-115.32691,36.103844
3211 MYSTIC RIDGE CT LAS VEGAS NV 89129,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1464.0,871.0,129900.0,"-115.30584,36.218994",89129,10.347527913208426,88.72950819672131,-115.30584,36.218994
12289 WHITE LANDING CT LAS VEGAS NV 89138,4.0,3.0,0.0,Single Family Home,3245.0,8712.0,619690.0,NA,89138,NA,190.96764252696457,NA,NA
140 COUNTRYWOOD CIR LAS VEGAS NV 89107,3.0,2.0,0.0,Single Family Home,1418.0,4791.0,139e3,"-115.21177,36.172302",89107,4.533047976447433,98.02538787023977,-115.21177,36.172302
32 GULF STREAM CT LAS VEGAS NV 89113,5.0,4.0,1.0,Single Family Home,9187.0,22215.6,2374995.0,"-115.24737,36.0954",89113,4.377330982953206,258.51692609121585,-115.24737,36.0954
8437 PACIFIC FOUNTAIN AVE LAS VEGAS NV 89117,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1524.0,1742.0,14e4,"-115.27547,36.145508",89117,6.123355388756489,91.86351706036746,-115.27547,36.145508
2752 WILD CACTUS CT LAS VEGAS NV 89156,3.0,2.0,1.0,Single Family Home,1653.0,3920.0,125e3,"-115.03386,36.20961",89156,10.160205189592666,75.62008469449486,-115.03386,36.20961
4370 SANDY RIVER DR UNIT: 17 LAS VEGAS NV 89103,2.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,816.0,NaN,79900.0,"-115.20927,36.11016",89103,2.062758381144273,97.91666666666667,-115.20927,36.11016
3526 BLACKSTONE ST LAS VEGAS NV 89121,3.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2158.0,4791.0,14e4,"-115.10351,36.125515",89121,3.9487445369558087,64.87488415199259,-115.10351,36.125515
7711 VICTORY GALLUP ST LAS VEGAS NV 89131,5.0,3.0,1.0,Single Family Home,5203.0,18730.8,849777.0,"-115.25184,36.299885",89131,13.513850292971027,163.32442821449163,-115.25184,36.299885
3151 SOARING GULLS DR UNIT 1184 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1074.0,NaN,74900.0,"-115.27422,36.217472",89128,9.077678677648404,69.73929236499069,-115.27422,36.217472
555 E SILVERADO RANCH BL UNIT: 1160 LAS VEGAS NV 89183,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,776.0,NaN,61500.0,"-115.15125,36.013237",89183,7.095354230605611,79.25257731958763,-115.15125,36.013237
11257 LAVANDOU DR LAS VEGAS NV 89141,3.0,2.0,1.0,Single Family Home,2347.0,7405.0,349e3,"-115.214966,35.98541",89141,9.217699040778715,148.70046868342564,-115.214966,35.98541
9929 WOODHOUSE DR LAS VEGAS NV 89134,2.0,2.0,0.0,Single Family Home,1384.0,7405.0,19e4,"-115.312706,36.21101",89134,10.262368069047243,137.28323699421966,-115.312706,36.21101
9303 BONDENO ST LAS VEGAS NV 89123,4.0,2.0,1.0,Single Family Home,3203.0,9147.0,2e5,"-115.126945,36.019825",89123,7.023848837878674,62.44146113019045,-115.126945,36.019825
4381 W FLAMINGO RD # 2322 LAS VEGAS NV 89103,1.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,1220.0,NaN,45e4,"-115.1988,36.115616",89103,1.455175444091618,368.8524590163934,-115.1988,36.115616
500 ELM DR UNIT 206 LAS VEGAS NV 89169,1.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,770.0,NaN,99e3,"-115.15297,36.122993",89169,1.250505821005303,128.57142857142858,-115.15297,36.122993
1253 TARAMAR ST LAS VEGAS NV 89031,2.0,2.0,0.0,Single Family Home,1396.0,6098.0,95e3,"-115.15869,36.252514",89031,9.53857442149014,68.0515759312321,-115.15869000000001,36.252514
322 KAREN AVE UNIT 504 LAS VEGAS NV 89109,1.0,1.0,1.0,Condo/Townhome/Row Home/Co-Op,814.0,NaN,298900.0,"-115.15354,36.14025",89109,2.0685681231516035,367.1990171990172,-115.15354,36.14025
4039 E ST LOUIS AVE LAS VEGAS NV 89104,4.0,2.0,0.0,Single Family Home,1358.0,6098.0,15e4,"-115.08671,36.149082",89104,5.3695150488488625,110.45655375552283,-115.08671,36.149082
2700 LAS VEGAS BLVD S UNIT 3003 LAS VEGAS NV 89109,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1467.0,NaN,475e3,"-115.15973,36.140064",89109,1.8992409073701513,323.7900477164281,-115.15973,36.140064
